date,year,month,day,store,eff_year,eff_month,eff_day,eff_store,lambda,clients
2023-07-06,2023,Julio,Jueves,Los Cedros,1000,3000,3000,3000,10000,9855
2023-07-06,2023,Julio,Jueves,Palermo,1000,3000,3000,1000,8000,7939
2023-07-06,2023,Julio,Jueves,Santa Ana,1000,3000,3000,5000,12000,11886
2023-07-07,2023,Julio,Viernes,Córdoba,1000,3000,2000,3000,9000,9001
2023-07-07,2023,Julio,Viernes,La Floresta,1000,3000,2000,2000,8000,7958
2023-07-07,2023,Julio,Viernes,Los Cedros,1000,3000,2000,3000,9000,8847
2023-07-07,2023,Julio,Viernes,Palermo,1000,3000,2000,1000,7000,6921
2023-07-07,2023,Julio,Viernes,Santa Ana,1000,3000,2000,5000,11000,10963
2023-07-08,2023,Julio,Sábado,Córdoba,1000,3000,1000,3000,8000,7949
2023-07-08,2023,Julio,Sábado,La Floresta,1000,3000,1000,2000,7000,7068
2023-07-08,2023,Julio,Sábado,Los Cedros,1000,3000,1000,3000,8000,8132
2023-07-08,2023,Julio,Sábado,Palermo,1000,3000,1000,1000,6000,6064
2023-07-08,2023,Julio,Sábado,Santa Ana,1000,3000,1000,5000,10000,9945
2023-07-09,2023,Julio,Domingo,Córdoba,1000,3000,1000,3000,8000,7863
2023-07-09,2023,Julio,Domingo,La Floresta,1000,3000,1000,2000,7000,7038
2023-07-09,2023,Julio,Domingo,Los Cedros,1000,3000,1000,3000,8000,8074
2023-07-09,2023,Julio,Domingo,Palermo,1000,3000,1000,1000,6000,6023
2023-07-09,2023,Julio,Domingo,Santa Ana,1000,3000,1000,5000,10000,10083
2023-07-10,2023,Julio,Lunes,Córdoba,1000,3000,2000,3000,9000,9139
2023-07-10,2023,Julio,Lunes,La Floresta,1000,3000,2000,2000,8000,7987
2023-07-10,2023,Julio,Lunes,Los Cedros,1000,3000,2000,3000,9000,8971
2023-07-10,2023,Julio,Lunes,Palermo,1000,3000,2000,1000,7000,7113
2023-07-10,2023,Julio,Lunes,Santa Ana,1000,3000,2000,5000,11000,10974
2023-07-11,2023,Julio,Martes,Córdoba,1000,3000,3000,3000,10000,9975
2023-07-11,2023,Julio,Martes,La Floresta,1000,3000,3000,2000,9000,8978
2023-07-11,2023,Julio,Martes,Los Cedros,1000,3000,3000,3000,10000,10001
2023-07-11,2023,Julio,Martes,Palermo,1000,3000,3000,1000,8000,7962
2023-07-11,2023,Julio,Martes,Santa Ana,1000,3000,3000,5000,12000,11945
2023-07-12,2023,Julio,Miércoles,Córdoba,1000,3000,3500,3000,10500,10357
2023-07-12,2023,Julio,Miércoles,La Floresta,1000,3000,3500,2000,9500,9507
2023-07-12,2023,Julio,Miércoles,Los Cedros,1000,3000,3500,3000,10500,10605
2023-07-12,2023,Julio,Miércoles,Palermo,1000,3000,3500,1000,8500,8434
2023-07-12,2023,Julio,Miércoles,Santa Ana,1000,3000,3500,5000,12500,12625
2023-07-13,2023,Julio,Jueves,Córdoba,1000,3000,3000,3000,10000,9863
2023-07-13,2023,Julio,Jueves,La Floresta,1000,3000,3000,2000,9000,9026
2023-07-13,2023,Julio,Jueves,Los Cedros,1000,3000,3000,3000,10000,9810
2023-07-13,2023,Julio,Jueves,Palermo,1000,3000,3000,1000,8000,7935
2023-07-13,2023,Julio,Jueves,Santa Ana,1000,3000,3000,5000,12000,12072
2023-07-14,2023,Julio,Viernes,Córdoba,1000,3000,2000,3000,9000,9124
2023-07-14,2023,Julio,Viernes,La Floresta,1000,3000,2000,2000,8000,7954
2023-07-14,2023,Julio,Viernes,Los Cedros,1000,3000,2000,3000,9000,9062
2023-07-14,2023,Julio,Viernes,Palermo,1000,3000,2000,1000,7000,6904
2023-07-14,2023,Julio,Viernes,Santa Ana,1000,3000,2000,5000,11000,11154
2023-07-15,2023,Julio,Sábado,Córdoba,1000,3000,1000,3000,8000,7979
2023-07-15,2023,Julio,Sábado,La Floresta,1000,3000,1000,2000,7000,6883
2023-07-15,2023,Julio,Sábado,Los Cedros,1000,3000,1000,3000,8000,8197
2023-07-15,2023,Julio,Sábado,Palermo,1000,3000,1000,1000,6000,5967
2023-07-15,2023,Julio,Sábado,Santa Ana,1000,3000,1000,5000,10000,10175
2023-07-16,2023,Julio,Domingo,Córdoba,1000,3000,1000,3000,8000,8067
2023-07-16,2023,Julio,Domingo,La Floresta,1000,3000,1000,2000,7000,7051
2023-07-16,2023,Julio,Domingo,Los Cedros,1000,3000,1000,3000,8000,7958
2023-07-16,2023,Julio,Domingo,Palermo,1000,3000,1000,1000,6000,5878
2023-07-16,2023,Julio,Domingo,Santa Ana,1000,3000,1000,5000,10000,10150
2023-07-17,2023,Julio,Lunes,Córdoba,1000,3000,2000,3000,9000,8969
2023-07-17,2023,Julio,Lunes,La Floresta,1000,3000,2000,2000,8000,7966
2023-07-17,2023,Julio,Lunes,Los Cedros,1000,3000,2000,3000,9000,8943
2023-07-17,2023,Julio,Lunes,Palermo,1000,3000,2000,1000,7000,6968
2023-07-17,2023,Julio,Lunes,Santa Ana,1000,3000,2000,5000,11000,10868
2023-07-18,2023,Julio,Martes,Córdoba,1000,3000,3000,3000,10000,10161
2023-07-18,2023,Julio,Martes,La Floresta,1000,3000,3000,2000,9000,8970
2023-07-18,2023,Julio,Martes,Los Cedros,1000,3000,3000,3000,10000,10009
2023-07-18,2023,Julio,Martes,Palermo,1000,3000,3000,1000,8000,7969
2023-07-18,2023,Julio,Martes,Santa Ana,1000,3000,3000,5000,12000,11921
2023-07-19,2023,Julio,Miércoles,Córdoba,1000,3000,3500,3000,10500,10568
2023-07-19,2023,Julio,Miércoles,La Floresta,1000,3000,3500,2000,9500,9489
2023-07-19,2023,Julio,Miércoles,Los Cedros,1000,3000,3500,3000,10500,10518
2023-07-19,2023,Julio,Miércoles,Palermo,1000,3000,3500,1000,8500,8570
2023-07-19,2023,Julio,Miércoles,Santa Ana,1000,3000,3500,5000,12500,12270
2023-07-20,2023,Julio,Jueves,Córdoba,1000,3000,3000,3000,10000,10124
2023-07-20,2023,Julio,Jueves,La Floresta,1000,3000,3000,2000,9000,9074
2023-07-20,2023,Julio,Jueves,Los Cedros,1000,3000,3000,3000,10000,10129
2023-07-20,2023,Julio,Jueves,Palermo,1000,3000,3000,1000,8000,8014
2023-07-20,2023,Julio,Jueves,Santa Ana,1000,3000,3000,5000,12000,12041
2023-07-21,2023,Julio,Viernes,Córdoba,1000,3000,2000,3000,9000,8910
2023-07-21,2023,Julio,Viernes,La Floresta,1000,3000,2000,2000,8000,7958
2023-07-21,2023,Julio,Viernes,Los Cedros,1000,3000,2000,3000,9000,8912
2023-07-21,2023,Julio,Viernes,Palermo,1000,3000,2000,1000,7000,7119
2023-07-21,2023,Julio,Viernes,Santa Ana,1000,3000,2000,5000,11000,10976
2023-07-22,2023,Julio,Sábado,Córdoba,1000,3000,1000,3000,8000,7993
2023-07-22,2023,Julio,Sábado,La Floresta,1000,3000,1000,2000,7000,6950
2023-07-22,2023,Julio,Sábado,Los Cedros,1000,3000,1000,3000,8000,8061
2023-07-22,2023,Julio,Sábado,Palermo,1000,3000,1000,1000,6000,6173
2023-07-22,2023,Julio,Sábado,Santa Ana,1000,3000,1000,5000,10000,10032
2023-07-23,2023,Julio,Domingo,Córdoba,1000,3000,1000,3000,8000,7962
2023-07-23,2023,Julio,Domingo,La Floresta,1000,3000,1000,2000,7000,7005
2023-07-23,2023,Julio,Domingo,Los Cedros,1000,3000,1000,3000,8000,8025
2023-07-23,2023,Julio,Domingo,Palermo,1000,3000,1000,1000,6000,5974
2023-07-23,2023,Julio,Domingo,Santa Ana,1000,3000,1000,5000,10000,9982
2023-07-24,2023,Julio,Lunes,Córdoba,1000,3000,2000,3000,9000,8913
2023-07-24,2023,Julio,Lunes,La Floresta,1000,3000,2000,2000,8000,7999
2023-07-24,2023,Julio,Lunes,Los Cedros,1000,3000,2000,3000,9000,8717
2023-07-24,2023,Julio,Lunes,Palermo,1000,3000,2000,1000,7000,6977
2023-07-24,2023,Julio,Lunes,Santa Ana,1000,3000,2000,5000,11000,10889
2023-07-25,2023,Julio,Martes,Córdoba,1000,3000,3000,3000,10000,10128
2023-07-25,2023,Julio,Martes,La Floresta,1000,3000,3000,2000,9000,9022
2023-07-25,2023,Julio,Martes,Los Cedros,1000,3000,3000,3000,10000,10106
2023-07-25,2023,Julio,Martes,Palermo,1000,3000,3000,1000,8000,7982
2023-07-25,2023,Julio,Martes,Santa Ana,1000,3000,3000,5000,12000,12023
2023-07-26,2023,Julio,Miércoles,Córdoba,1000,3000,3500,3000,10500,10628
2023-07-26,2023,Julio,Miércoles,La Floresta,1000,3000,3500,2000,9500,9395
2023-07-26,2023,Julio,Miércoles,Los Cedros,1000,3000,3500,3000,10500,10570
2023-07-26,2023,Julio,Miércoles,Palermo,1000,3000,3500,1000,8500,8562
2023-07-26,2023,Julio,Miércoles,Santa Ana,1000,3000,3500,5000,12500,12521
2023-07-27,2023,Julio,Jueves,Córdoba,1000,3000,3000,3000,10000,10108
2023-07-27,2023,Julio,Jueves,La Floresta,1000,3000,3000,2000,9000,8923
2023-07-27,2023,Julio,Jueves,Los Cedros,1000,3000,3000,3000,10000,9979
2023-07-27,2023,Julio,Jueves,Palermo,1000,3000,3000,1000,8000,7997
2023-07-27,2023,Julio,Jueves,Santa Ana,1000,3000,3000,5000,12000,11822
2023-07-28,2023,Julio,Viernes,Córdoba,1000,3000,2000,3000,9000,8990
2023-07-28,2023,Julio,Viernes,La Floresta,1000,3000,2000,2000,8000,8043
2023-07-28,2023,Julio,Viernes,Los Cedros,1000,3000,2000,3000,9000,8932
2023-07-28,2023,Julio,Viernes,Palermo,1000,3000,2000,1000,7000,6968
2023-07-28,2023,Julio,Viernes,Santa Ana,1000,3000,2000,5000,11000,10993
2023-07-29,2023,Julio,Sábado,Córdoba,1000,3000,1000,3000,8000,8104
2023-07-29,2023,Julio,Sábado,La Floresta,1000,3000,1000,2000,7000,6967
2023-07-29,2023,Julio,Sábado,Los Cedros,1000,3000,1000,3000,8000,8117
2023-07-29,2023,Julio,Sábado,Palermo,1000,3000,1000,1000,6000,5901
2023-07-29,2023,Julio,Sábado,Santa Ana,1000,3000,1000,5000,10000,9943
2023-07-30,2023,Julio,Domingo,Córdoba,1000,3000,1000,3000,8000,8024
2023-07-30,2023,Julio,Domingo,La Floresta,1000,3000,1000,2000,7000,7063
2023-07-30,2023,Julio,Domingo,Los Cedros,1000,3000,1000,3000,8000,8023
2023-07-30,2023,Julio,Domingo,Palermo,1000,3000,1000,1000,6000,5968
2023-07-30,2023,Julio,Domingo,Santa Ana,1000,3000,1000,5000,10000,9882
2023-07-31,2023,Julio,Lunes,Córdoba,1000,3000,2000,3000,9000,9092
2023-07-31,2023,Julio,Lunes,La Floresta,1000,3000,2000,2000,8000,7881
2023-07-31,2023,Julio,Lunes,Los Cedros,1000,3000,2000,3000,9000,9026
2023-07-31,2023,Julio,Lunes,Palermo,1000,3000,2000,1000,7000,7064
2023-07-31,2023,Julio,Lunes,Santa Ana,1000,3000,2000,5000,11000,10923
2023-08-01,2023,Agosto,Martes,Córdoba,1000,2500,3000,3000,9500,9421
2023-08-01,2023,Agosto,Martes,La Floresta,1000,2500,3000,2000,8500,8454
2023-08-01,2023,Agosto,Martes,Los Cedros,1000,2500,3000,3000,9500,9477
2023-08-01,2023,Agosto,Martes,Palermo,1000,2500,3000,1000,7500,7497
2023-08-01,2023,Agosto,Martes,Santa Ana,1000,2500,3000,5000,11500,11517
2023-08-02,2023,Agosto,Miércoles,Córdoba,1000,2500,3500,3000,10000,9812
2023-08-02,2023,Agosto,Miércoles,La Floresta,1000,2500,3500,2000,9000,8873
2023-08-02,2023,Agosto,Miércoles,Los Cedros,1000,2500,3500,3000,10000,10081
2023-08-02,2023,Agosto,Miércoles,Palermo,1000,2500,3500,1000,8000,8136
2023-08-02,2023,Agosto,Miércoles,Santa Ana,1000,2500,3500,5000,12000,11792
2023-08-03,2023,Agosto,Jueves,Córdoba,1000,2500,3000,3000,9500,9524
2023-08-03,2023,Agosto,Jueves,La Floresta,1000,2500,3000,2000,8500,8599
2023-08-03,2023,Agosto,Jueves,Los Cedros,1000,2500,3000,3000,9500,9524
2023-08-03,2023,Agosto,Jueves,Palermo,1000,2500,3000,1000,7500,7550
2023-08-03,2023,Agosto,Jueves,Santa Ana,1000,2500,3000,5000,11500,11541
2023-08-04,2023,Agosto,Viernes,Córdoba,1000,2500,2000,3000,8500,8522
2023-08-04,2023,Agosto,Viernes,La Floresta,1000,2500,2000,2000,7500,7419
2023-08-04,2023,Agosto,Viernes,Los Cedros,1000,2500,2000,3000,8500,8495
2023-08-04,2023,Agosto,Viernes,Palermo,1000,2500,2000,1000,6500,6315
2023-08-04,2023,Agosto,Viernes,Santa Ana,1000,2500,2000,5000,10500,10482
2023-08-05,2023,Agosto,Sábado,Córdoba,1000,2500,1000,3000,7500,7441
2023-08-05,2023,Agosto,Sábado,La Floresta,1000,2500,1000,2000,6500,6533
2023-08-05,2023,Agosto,Sábado,Los Cedros,1000,2500,1000,3000,7500,7531
2023-08-05,2023,Agosto,Sábado,Palermo,1000,2500,1000,1000,5500,5522
2023-08-05,2023,Agosto,Sábado,Santa Ana,1000,2500,1000,5000,9500,9544
2023-08-06,2023,Agosto,Domingo,Córdoba,1000,2500,1000,3000,7500,7522
2023-08-06,2023,Agosto,Domingo,La Floresta,1000,2500,1000,2000,6500,6370
2023-08-06,2023,Agosto,Domingo,Los Cedros,1000,2500,1000,3000,7500,7425
2023-08-06,2023,Agosto,Domingo,Palermo,1000,2500,1000,1000,5500,5579
2023-08-06,2023,Agosto,Domingo,Santa Ana,1000,2500,1000,5000,9500,9628
2023-08-07,2023,Agosto,Lunes,Córdoba,1000,2500,2000,3000,8500,8466
2023-08-07,2023,Agosto,Lunes,La Floresta,1000,2500,2000,2000,7500,7558
2023-08-07,2023,Agosto,Lunes,Los Cedros,1000,2500,2000,3000,8500,8465
2023-08-07,2023,Agosto,Lunes,Palermo,1000,2500,2000,1000,6500,6402
2023-08-07,2023,Agosto,Lunes,Santa Ana,1000,2500,2000,5000,10500,10484
2023-08-08,2023,Agosto,Martes,Córdoba,1000,2500,3000,3000,9500,9361
2023-08-08,2023,Agosto,Martes,La Floresta,1000,2500,3000,2000,8500,8365
2023-08-08,2023,Agosto,Martes,Los Cedros,1000,2500,3000,3000,9500,9599
2023-08-08,2023,Agosto,Martes,Palermo,1000,2500,3000,1000,7500,7573
2023-08-08,2023,Agosto,Martes,Santa Ana,1000,2500,3000,5000,11500,11501
2023-08-09,2023,Agosto,Miércoles,Córdoba,1000,2500,3500,3000,10000,9933
2023-08-09,2023,Agosto,Miércoles,La Floresta,1000,2500,3500,2000,9000,9131
2023-08-09,2023,Agosto,Miércoles,Los Cedros,1000,2500,3500,3000,10000,10015
2023-08-09,2023,Agosto,Miércoles,Palermo,1000,2500,3500,1000,8000,8092
2023-08-09,2023,Agosto,Miércoles,Santa Ana,1000,2500,3500,5000,12000,12281
2023-08-10,2023,Agosto,Jueves,Córdoba,1000,2500,3000,3000,9500,9383
2023-08-10,2023,Agosto,Jueves,La Floresta,1000,2500,3000,2000,8500,8490
2023-08-10,2023,Agosto,Jueves,Los Cedros,1000,2500,3000,3000,9500,9367
2023-08-10,2023,Agosto,Jueves,Palermo,1000,2500,3000,1000,7500,7429
2023-08-10,2023,Agosto,Jueves,Santa Ana,1000,2500,3000,5000,11500,11510
2023-08-11,2023,Agosto,Viernes,Córdoba,1000,2500,2000,3000,8500,8652
2023-08-11,2023,Agosto,Viernes,La Floresta,1000,2500,2000,2000,7500,7404
2023-08-11,2023,Agosto,Viernes,Los Cedros,1000,2500,2000,3000,8500,8465
2023-08-11,2023,Agosto,Viernes,Palermo,1000,2500,2000,1000,6500,6632
2023-08-11,2023,Agosto,Viernes,Santa Ana,1000,2500,2000,5000,10500,10514
2023-08-12,2023,Agosto,Sábado,Córdoba,1000,2500,1000,3000,7500,7502
2023-08-12,2023,Agosto,Sábado,La Floresta,1000,2500,1000,2000,6500,6528
2023-08-12,2023,Agosto,Sábado,Los Cedros,1000,2500,1000,3000,7500,7548
2023-08-12,2023,Agosto,Sábado,Palermo,1000,2500,1000,1000,5500,5565
2023-08-12,2023,Agosto,Sábado,Santa Ana,1000,2500,1000,5000,9500,9605
2023-08-13,2023,Agosto,Domingo,Córdoba,1000,2500,1000,3000,7500,7510
2023-08-13,2023,Agosto,Domingo,La Floresta,1000,2500,1000,2000,6500,6506
2023-08-13,2023,Agosto,Domingo,Los Cedros,1000,2500,1000,3000,7500,7772
2023-08-13,2023,Agosto,Domingo,Palermo,1000,2500,1000,1000,5500,5461
2023-08-13,2023,Agosto,Domingo,Santa Ana,1000,2500,1000,5000,9500,9455
2023-08-14,2023,Agosto,Lunes,Córdoba,1000,2500,2000,3000,8500,8569
2023-08-14,2023,Agosto,Lunes,La Floresta,1000,2500,2000,2000,7500,7445
2023-08-14,2023,Agosto,Lunes,Los Cedros,1000,2500,2000,3000,8500,8491
2023-08-14,2023,Agosto,Lunes,Palermo,1000,2500,2000,1000,6500,6527
2023-08-14,2023,Agosto,Lunes,Santa Ana,1000,2500,2000,5000,10500,10542
2023-08-15,2023,Agosto,Martes,Córdoba,1000,2500,3000,3000,9500,9557
2023-08-15,2023,Agosto,Martes,La Floresta,1000,2500,3000,2000,8500,8264
2023-08-15,2023,Agosto,Martes,Los Cedros,1000,2500,3000,3000,9500,9574
2023-08-15,2023,Agosto,Martes,Palermo,1000,2500,3000,1000,7500,7511
2023-08-15,2023,Agosto,Martes,Santa Ana,1000,2500,3000,5000,11500,11532
2023-08-16,2023,Agosto,Miércoles,Córdoba,1000,2500,3500,3000,10000,10082
2023-08-16,2023,Agosto,Miércoles,La Floresta,1000,2500,3500,2000,9000,8833
2023-08-16,2023,Agosto,Miércoles,Los Cedros,1000,2500,3500,3000,10000,9952
2023-08-16,2023,Agosto,Miércoles,Palermo,1000,2500,3500,1000,8000,7988
2023-08-16,2023,Agosto,Miércoles,Santa Ana,1000,2500,3500,5000,12000,11853
2023-08-17,2023,Agosto,Jueves,Córdoba,1000,2500,3000,3000,9500,9488
2023-08-17,2023,Agosto,Jueves,La Floresta,1000,2500,3000,2000,8500,8444
2023-08-17,2023,Agosto,Jueves,Los Cedros,1000,2500,3000,3000,9500,9342
2023-08-17,2023,Agosto,Jueves,Palermo,1000,2500,3000,1000,7500,7478
2023-08-17,2023,Agosto,Jueves,Santa Ana,1000,2500,3000,5000,11500,11547
2023-08-18,2023,Agosto,Viernes,Córdoba,1000,2500,2000,3000,8500,8498
2023-08-18,2023,Agosto,Viernes,La Floresta,1000,2500,2000,2000,7500,7528
2023-08-18,2023,Agosto,Viernes,Los Cedros,1000,2500,2000,3000,8500,8545
2023-08-18,2023,Agosto,Viernes,Palermo,1000,2500,2000,1000,6500,6613
2023-08-18,2023,Agosto,Viernes,Santa Ana,1000,2500,2000,5000,10500,10188
2023-08-19,2023,Agosto,Sábado,Córdoba,1000,2500,1000,3000,7500,7517
2023-08-19,2023,Agosto,Sábado,La Floresta,1000,2500,1000,2000,6500,6423
2023-08-19,2023,Agosto,Sábado,Los Cedros,1000,2500,1000,3000,7500,7591
2023-08-19,2023,Agosto,Sábado,Palermo,1000,2500,1000,1000,5500,5438
2023-08-19,2023,Agosto,Sábado,Santa Ana,1000,2500,1000,5000,9500,9433
2023-08-20,2023,Agosto,Domingo,Córdoba,1000,2500,1000,3000,7500,7505
2023-08-20,2023,Agosto,Domingo,La Floresta,1000,2500,1000,2000,6500,6449
2023-08-20,2023,Agosto,Domingo,Los Cedros,1000,2500,1000,3000,7500,7353
2023-08-20,2023,Agosto,Domingo,Palermo,1000,2500,1000,1000,5500,5605
2023-08-20,2023,Agosto,Domingo,Santa Ana,1000,2500,1000,5000,9500,9517
2023-08-21,2023,Agosto,Lunes,Córdoba,1000,2500,2000,3000,8500,8443
2023-08-21,2023,Agosto,Lunes,La Floresta,1000,2500,2000,2000,7500,7591
2023-08-21,2023,Agosto,Lunes,Los Cedros,1000,2500,2000,3000,8500,8559
2023-08-21,2023,Agosto,Lunes,Palermo,1000,2500,2000,1000,6500,6517
2023-08-21,2023,Agosto,Lunes,Santa Ana,1000,2500,2000,5000,10500,10490
2023-08-22,2023,Agosto,Martes,Córdoba,1000,2500,3000,3000,9500,9471
2023-08-22,2023,Agosto,Martes,La Floresta,1000,2500,3000,2000,8500,8544
2023-08-22,2023,Agosto,Martes,Los Cedros,1000,2500,3000,3000,9500,9598
2023-08-22,2023,Agosto,Martes,Palermo,1000,2500,3000,1000,7500,7488
2023-08-22,2023,Agosto,Martes,Santa Ana,1000,2500,3000,5000,11500,11574
2023-08-23,2023,Agosto,Miércoles,Córdoba,1000,2500,3500,3000,10000,10147
2023-08-23,2023,Agosto,Miércoles,La Floresta,1000,2500,3500,2000,9000,9107
2023-08-23,2023,Agosto,Miércoles,Los Cedros,1000,2500,3500,3000,10000,9970
2023-08-23,2023,Agosto,Miércoles,Palermo,1000,2500,3500,1000,8000,7998
2023-08-23,2023,Agosto,Miércoles,Santa Ana,1000,2500,3500,5000,12000,11839
2023-08-24,2023,Agosto,Jueves,Córdoba,1000,2500,3000,3000,9500,9492
2023-08-24,2023,Agosto,Jueves,La Floresta,1000,2500,3000,2000,8500,8530
2023-08-24,2023,Agosto,Jueves,Los Cedros,1000,2500,3000,3000,9500,9472
2023-08-24,2023,Agosto,Jueves,Palermo,1000,2500,3000,1000,7500,7520
2023-08-24,2023,Agosto,Jueves,Santa Ana,1000,2500,3000,5000,11500,11523
2023-08-25,2023,Agosto,Viernes,Córdoba,1000,2500,2000,3000,8500,8426
2023-08-25,2023,Agosto,Viernes,La Floresta,1000,2500,2000,2000,7500,7582
2023-08-25,2023,Agosto,Viernes,Los Cedros,1000,2500,2000,3000,8500,8393
2023-08-25,2023,Agosto,Viernes,Palermo,1000,2500,2000,1000,6500,6448
2023-08-25,2023,Agosto,Viernes,Santa Ana,1000,2500,2000,5000,10500,10576
2023-08-26,2023,Agosto,Sábado,Córdoba,1000,2500,1000,3000,7500,7474
2023-08-26,2023,Agosto,Sábado,La Floresta,1000,2500,1000,2000,6500,6680
2023-08-26,2023,Agosto,Sábado,Los Cedros,1000,2500,1000,3000,7500,7615
2023-08-26,2023,Agosto,Sábado,Palermo,1000,2500,1000,1000,5500,5577
2023-08-26,2023,Agosto,Sábado,Santa Ana,1000,2500,1000,5000,9500,9428
2023-08-27,2023,Agosto,Domingo,Córdoba,1000,2500,1000,3000,7500,7406
2023-08-27,2023,Agosto,Domingo,La Floresta,1000,2500,1000,2000,6500,6474
2023-08-27,2023,Agosto,Domingo,Los Cedros,1000,2500,1000,3000,7500,7554
2023-08-27,2023,Agosto,Domingo,Palermo,1000,2500,1000,1000,5500,5608
2023-08-27,2023,Agosto,Domingo,Santa Ana,1000,2500,1000,5000,9500,9554
2023-08-28,2023,Agosto,Lunes,Córdoba,1000,2500,2000,3000,8500,8399
2023-08-28,2023,Agosto,Lunes,La Floresta,1000,2500,2000,2000,7500,7607
2023-08-28,2023,Agosto,Lunes,Los Cedros,1000,2500,2000,3000,8500,8503
2023-08-28,2023,Agosto,Lunes,Palermo,1000,2500,2000,1000,6500,6466
2023-08-28,2023,Agosto,Lunes,Santa Ana,1000,2500,2000,5000,10500,10422
2023-08-29,2023,Agosto,Martes,Córdoba,1000,2500,3000,3000,9500,9400
2023-08-29,2023,Agosto,Martes,La Floresta,1000,2500,3000,2000,8500,8472
2023-08-29,2023,Agosto,Martes,Los Cedros,1000,2500,3000,3000,9500,9515
2023-08-29,2023,Agosto,Martes,Palermo,1000,2500,3000,1000,7500,7441
2023-08-29,2023,Agosto,Martes,Santa Ana,1000,2500,3000,5000,11500,11595
2023-08-30,2023,Agosto,Miércoles,Córdoba,1000,2500,3500,3000,10000,9908
2023-08-30,2023,Agosto,Miércoles,La Floresta,1000,2500,3500,2000,9000,8850
2023-08-30,2023,Agosto,Miércoles,Los Cedros,1000,2500,3500,3000,10000,9894
2023-08-30,2023,Agosto,Miércoles,Palermo,1000,2500,3500,1000,8000,7964
2023-08-30,2023,Agosto,Miércoles,Santa Ana,1000,2500,3500,5000,12000,12067
2023-08-31,2023,Agosto,Jueves,Córdoba,1000,2500,3000,3000,9500,9626
2023-08-31,2023,Agosto,Jueves,La Floresta,1000,2500,3000,2000,8500,8422
2023-08-31,2023,Agosto,Jueves,Los Cedros,1000,2500,3000,3000,9500,9609
2023-08-31,2023,Agosto,Jueves,Palermo,1000,2500,3000,1000,7500,7619
2023-08-31,2023,Agosto,Jueves,Santa Ana,1000,2500,3000,5000,11500,11499
2023-09-01,2023,Septiembre,Viernes,Córdoba,1000,2500,2000,3000,8500,8486
2023-09-01,2023,Septiembre,Viernes,La Floresta,1000,2500,2000,2000,7500,7538
2023-09-01,2023,Septiembre,Viernes,Los Cedros,1000,2500,2000,3000,8500,8361
2023-09-01,2023,Septiembre,Viernes,Palermo,1000,2500,2000,1000,6500,6353
2023-09-01,2023,Septiembre,Viernes,Santa Ana,1000,2500,2000,5000,10500,10552
2023-09-02,2023,Septiembre,Sábado,Córdoba,1000,2500,1000,3000,7500,7437
2023-09-02,2023,Septiembre,Sábado,La Floresta,1000,2500,1000,2000,6500,6614
2023-09-02,2023,Septiembre,Sábado,Los Cedros,1000,2500,1000,3000,7500,7567
2023-09-02,2023,Septiembre,Sábado,Palermo,1000,2500,1000,1000,5500,5532
2023-09-02,2023,Septiembre,Sábado,Santa Ana,1000,2500,1000,5000,9500,9391
2023-09-03,2023,Septiembre,Domingo,Córdoba,1000,2500,1000,3000,7500,7668
2023-09-03,2023,Septiembre,Domingo,La Floresta,1000,2500,1000,2000,6500,6532
2023-09-03,2023,Septiembre,Domingo,Los Cedros,1000,2500,1000,3000,7500,7423
2023-09-03,2023,Septiembre,Domingo,Palermo,1000,2500,1000,1000,5500,5541
2023-09-03,2023,Septiembre,Domingo,Santa Ana,1000,2500,1000,5000,9500,9365
2023-09-04,2023,Septiembre,Lunes,Córdoba,1000,2500,2000,3000,8500,8315
2023-09-04,2023,Septiembre,Lunes,La Floresta,1000,2500,2000,2000,7500,7601
2023-09-04,2023,Septiembre,Lunes,Los Cedros,1000,2500,2000,3000,8500,8534
2023-09-04,2023,Septiembre,Lunes,Palermo,1000,2500,2000,1000,6500,6542
2023-09-04,2023,Septiembre,Lunes,Santa Ana,1000,2500,2000,5000,10500,10614
2023-09-05,2023,Septiembre,Martes,Córdoba,1000,2500,3000,3000,9500,9437
2023-09-05,2023,Septiembre,Martes,La Floresta,1000,2500,3000,2000,8500,8454
2023-09-05,2023,Septiembre,Martes,Los Cedros,1000,2500,3000,3000,9500,9401
2023-09-05,2023,Septiembre,Martes,Palermo,1000,2500,3000,1000,7500,7549
2023-09-05,2023,Septiembre,Martes,Santa Ana,1000,2500,3000,5000,11500,11353
2023-09-06,2023,Septiembre,Miércoles,Córdoba,1000,2500,3500,3000,10000,9914
2023-09-06,2023,Septiembre,Miércoles,La Floresta,1000,2500,3500,2000,9000,8940
2023-09-06,2023,Septiembre,Miércoles,Los Cedros,1000,2500,3500,3000,10000,9990
2023-09-06,2023,Septiembre,Miércoles,Palermo,1000,2500,3500,1000,8000,8090
2023-09-06,2023,Septiembre,Miércoles,Santa Ana,1000,2500,3500,5000,12000,11980
2023-09-07,2023,Septiembre,Jueves,Córdoba,1000,2500,3000,3000,9500,9587
2023-09-07,2023,Septiembre,Jueves,La Floresta,1000,2500,3000,2000,8500,8550
2023-09-07,2023,Septiembre,Jueves,Los Cedros,1000,2500,3000,3000,9500,9542
2023-09-07,2023,Septiembre,Jueves,Palermo,1000,2500,3000,1000,7500,7468
2023-09-07,2023,Septiembre,Jueves,Santa Ana,1000,2500,3000,5000,11500,11489
